# s0, s1, e0, e1, w0, w1, w2
-8.301278304469678071e-01,9.098310768765172085e-01,-2.737574655948721070e+00,2.597709657906258629e-01,-1.746104077609464289e+00,1.889527899231167041e+00,-1.163879104515330720e+00
-7.555752368569038646e-01,8.639302379471747173e-02,1.395796477183609774e+00,1.544155082855042327e+00,-1.389062570072205904e+00,1.928250212703899180e+00,1.001531575704381893e-01
5.270643513504684741e-01,3.924210590431593815e-01,-1.254151288087439253e+00,4.282160372890339572e-01,1.291408456210342948e+00,2.076291975706506587e+00,1.487305640082536407e+00
-1.256914963747694847e+00,-3.800993605373699236e-01,4.979036488124766180e-02,1.969683057463265330e+00,1.545338424572734404e+00,9.140573351310998795e-01,1.847844475124214014e-01
1.685698931253382771e+00,-1.023284948747718470e+00,-9.414609215976295076e-01,2.529317169620732386e+00,2.368989687387347054e+00,-2.141194298822399755e-01,-6.434854011527382234e-01
-1.346351388309820152e+00,3.567580825937679556e-01,5.226619419491123075e-01,1.651143304682406221e+00,-1.921052528132607407e+00,-6.587489470709967376e-01,9.210515858871728412e-01
-2.036262154419599124e-01,-1.021077239638068512e-01,4.966570912632088941e-01,7.787312934122129215e-01,-1.324254232952657873e+00,1.767116900207704955e+00,-8.958896168971284268e-01
-6.654364467039937114e-01,4.324614054805127061e-01,4.599680251910838180e-01,1.691805804090911636e+00,2.925307268890083634e+00,1.930214007281033872e+00,3.670357495152254401e-01
-1.237560362185539997e+00,5.657493499586130348e-01,1.324248518734298941e+00,2.369101121227846551e+00,9.990701118974190109e-01,-1.311743176921219778e+00,2.272054249576587637e+00
-1.265813470281658581e+00,-4.419625026851057292e-01,4.529071982652643769e-01,1.860691045260741028e+00,-2.803776462819298487e-01,7.235972236132681701e-02,1.540111223884639280e+00
-2.382060543809296771e-01,1.003021413480614132e+00,-1.615602385646550454e+00,3.877575619566396847e-01,-2.647603784325898602e+00,1.718033221052220227e+00,-2.870889827208385370e+00
6.718593122528004891e-01,1.619206674986517491e-01,-1.326991469659615674e+00,8.705406425720980668e-01,9.044878729679903806e-01,1.912730180454254469e+00,-2.574198941669189722e+00
1.148437958309735940e+00,3.933019425778865319e-01,-5.244187795394750218e-01,1.079967338043560376e+00,-5.449186822004263853e-01,1.339492992047504938e+00,1.403870252466275836e+00
1.119814130155739385e+00,9.321237830959812065e-01,-9.858828767733860410e-01,1.761553388463158676e+00,3.011565739128529984e+00,-8.476688698510947972e-02,-1.679085382587363728e+00
-8.008235358992269459e-01,-1.041555808999045984e+00,4.804233608475936279e-01,2.391114786158501371e+00,1.624338199340059852e+00,-4.746087911910665813e-01,1.333823968572843022e+00
-3.971472698219478126e-01,-3.323295069419407444e-01,-9.734224353752893855e-01,2.200239211793724614e+00,1.596870716242318800e+00,1.858635082895402135e+00,-1.698386979658590423e+00
1.336712236591477865e+00,8.990613756366903075e-01,-1.447436657946584493e+00,1.832763804973723820e+00,2.096588480211266869e+00,1.437330876431962334e+00,1.069980956362477365e-01
1.665652769758314111e+00,7.247647432121606670e-01,-1.229827957284033824e+00,1.228587468679102068e+00,9.408037106738480482e-01,1.486829030357840864e+00,-1.801804643721500510e+00
1.403119230562555941e+00,2.963147775573373721e-01,-8.409890445687411287e-01,2.133485611563914919e+00,-2.847984212385466396e+00,3.417342148093613918e-01,2.986507730083069134e+00
1.499596543222323497e+00,2.848561131308802175e-01,-1.070424205980761601e+00,2.388175953610530033e+00,-6.480895283577265964e-01,-4.275230792260042989e-01,-1.037025750249852774e+00
2.061225897772427373e-01,7.833709952480245597e-01,1.807908428334051187e+00,1.453972210629672079e-01,2.748401937001636597e+00,2.064303175108284538e+00,-2.131420084837616358e-01
1.495352422007588444e+00,1.036930652641051775e+00,-1.251605151306958374e+00,7.327526579513388150e-01,-2.798169401328815198e+00,-1.207292245361171856e+00,-3.757506756924948732e-01
-1.622724056922469682e+00,3.654403436842903474e-01,1.375645625908155090e-01,1.703103301624174115e+00,2.049641280512424224e+00,1.459806433283689753e+00,-1.362659199664828957e+00
-7.800010047327994300e-01,-1.053047771544213473e+00,-3.526302908936456149e-01,2.364274550612113668e+00,-1.380734861910636990e+00,-8.738485475471097219e-01,1.557949327344321233e+00
-9.230257933383880786e-01,-1.725483119436050927e-01,5.616998875250267531e-02,1.756797204107180210e+00,1.309879332847262212e+00,1.205253407132048871e+00,-8.953559006070732629e-01
-6.374763489083339341e-01,3.955606332064265374e-01,-1.765295210788329072e-01,9.412273973873729327e-01,2.192663987039940032e+00,2.047439153012072577e+00,2.187656330279416750e+00
-1.428132899140222456e+00,-1.538223169787753530e-01,1.348391960066968487e+00,2.121599632497020771e+00,1.339329538494077987e+00,-1.568487924960574542e+00,2.149691547186955098e+00
-1.606227303485444402e+00,1.114006405498804142e-01,9.655754473821902550e-01,1.847774677168517288e+00,-2.022408969845483462e+00,3.082488930617772738e-01,-2.201735817362382885e+00
1.443905510868292108e+00,8.760506482838135156e-01,-1.566201432900332424e+00,2.195441273711514096e+00,1.913483234949295841e+00,1.743109742222629155e+00,2.807370160333990228e+00
1.457841180594042108e+00,-4.743819464689735810e-02,-4.091134268736595914e-01,2.217735931165527585e+00,-1.331796526816011239e+00,5.717558881557160966e-01,-4.339257743366244924e-01
-1.327032229157446785e+00,-9.920654171590801429e-01,5.908091525888492512e-01,2.174950359992969151e+00,6.142562982585828557e-01,3.337910463449347276e-01,4.188290230273716830e-01
-1.360406195075487545e+00,-1.979785784288834449e-02,1.166376057284538525e+00,2.187879855709864874e+00,1.503280549029272883e+00,-7.661704899729362417e-01,-2.139426085075593065e+00
6.243950905160500220e-02,-1.881868623509335148e-01,-2.795699724630287264e-01,2.177354844375471554e+00,-7.304944405717037625e-01,-1.523272448871953122e+00,-4.820017679091699314e-01
-1.213679917645142048e+00,3.563718771505399729e-01,1.233828056976885357e+00,1.975417515377488220e+00,-2.158708072012891499e+00,1.854283147223009021e+00,1.472223916671012489e+00
9.794700528690096775e-01,6.947908758311864830e-01,-7.054063734903812666e-01,1.051360925608445074e+00,2.597209745266523484e+00,-1.327514356563288311e+00,-9.325957293197864040e-01
-3.995884732472574363e-01,-4.843827773075413123e-01,-8.060203096773852494e-01,2.437696910405650286e+00,2.331904431047477466e+00,1.682112519864477296e+00,-2.637321229304704140e+00
-7.078665969553608051e-01,2.902465953294162126e-01,1.726163264226667771e+00,6.487911188712615074e-01,-1.419731325085000329e+00,1.692459825397875317e+00,9.959057957761334734e-01
-3.014528316582070211e-01,-1.908700452633116385e-01,-5.222757422771473479e-01,9.746955942290602692e-01,6.867236981214843716e-01,1.911294989812504230e+00,-1.400870811775957403e+00
-5.434508365366046423e-01,-7.689772166161388256e-01,1.567824148564640474e-01,2.121068422877108173e+00,-2.567758049637055340e+00,-6.490418682165518538e-01,8.727980568719986287e-01
3.307075719377010614e-01,-1.927760950384456162e-01,-1.242120550598746709e+00,1.273201090726804763e+00,-1.794304385830106874e+00,-1.446894157474893028e+00,2.658278942203806672e+00
-7.365319098930411812e-02,-1.389872311541662908e+00,9.282964085776423957e-02,2.497781560058733863e+00,-2.472008381820909317e+00,-5.866118919812620680e-01,2.428533842176224589e+00
-4.282508410309344704e-01,-7.207652077532580304e-01,-1.669675761048345919e-01,2.235870035795476163e+00,-2.736651641026742521e+00,2.498107856762572521e-01,2.710259557011899467e+00
2.611280298498281915e-01,-6.358724573853566930e-01,-5.649418523661413616e-01,2.204364176517416229e+00,-2.318414225414020979e+00,1.924090781410581208e-01,8.526923863054234332e-01
-1.461801146247708294e+00,-3.378346062803525562e-01,2.823313915482059677e-01,2.014337299342091381e+00,1.533490177068437710e+00,4.422136218750001291e-01,-8.013235014580217808e-01
-7.919580780224040328e-01,-3.325460083433666725e-01,8.707425402944677373e-01,2.473502442210867347e+00,9.899074835359407132e-01,-1.526559029195918571e+00,3.179072255829922256e-01
9.129117350255380181e-01,3.729441616622830580e-02,-6.603032205973842217e-01,1.811174502393003927e+00,-1.344944691628417344e+00,3.400812514798001729e-01,2.710623231080031559e+00
1.066043660751401223e-01,5.376337162159945393e-01,-2.235630932506644797e-01,1.220050818238562984e+00,-2.026978658450718562e+00,1.681135091132192727e+00,-6.788867802001061769e-01
1.602873361802310992e+00,3.210548666183838940e-01,-6.199842936648591873e-01,2.298604217293478413e+00,-1.633466647356297319e+00,-2.390376647606107241e-02,-7.234491248014629505e-01
2.230296728937941619e-01,-1.995716352529739446e-01,-6.137407596722290748e-01,8.100401537172430277e-01,-1.919589913647876678e-01,1.736462560518049703e+00,2.676826590676012252e+00
-1.284294691836338043e+00,-7.807611689880682437e-01,6.667086720647321663e-01,1.726389692122150210e+00,-2.100623277700792713e-01,9.462760040948925422e-01,2.337305597354074393e+00
-1.586652079485129097e+00,-8.210374186798536922e-01,7.512676494854089171e-01,2.382184643507140986e+00,1.626572015382455660e+00,1.755278309822247973e-01,4.062761361558622220e-01
-3.344757039226606832e-01,-2.157656590674355002e-01,7.305379787816157489e-02,1.218375259605691152e+00,5.683102557850605585e-01,1.592240170932398780e+00,2.032743164514908329e+00
5.369290269290449835e-01,3.273477713881591811e-01,-3.676947921946851494e-01,1.479941343430670964e+00,-1.586143715387527742e+00,1.242990079663262026e+00,-2.759623639317603683e+00
5.614799299704720248e-02,2.512090339452979215e-01,3.384957173386116125e-02,1.459056822568673972e+00,-2.123376817053285848e+00,1.534167400220884936e+00,-2.508755429194836850e+00
-1.138847105203179000e+00,1.020591034257208207e+00,1.881095048082285004e+00,1.183425552625918531e+00,-1.447901133439996491e+00,1.946207271541453121e+00,1.084744349747853498e+00
1.273171683504501495e+00,-1.176881355331714785e+00,-1.323180124146250414e+00,2.591965449141910849e+00,7.505390809436880417e-01,2.708831233209501033e-01,-3.014945854456488217e+00
4.043361111656547102e-01,9.983754243527238614e-01,-1.083227117962332509e+00,1.737630730366209963e+00,7.716083399288109490e-01,-1.490783182745160751e+00,-1.006318792021260844e+00
-7.645488203575618869e-01,-1.189254247738628312e+00,1.056781507429542799e-01,2.135616493534840732e+00,-1.356581786926907007e-01,4.589892947095663978e-01,2.512475062148117999e+00
-1.461009766144484523e+00,-4.871721030358799887e-01,9.811258509590423671e-01,2.437177414069764403e+00,1.161547922647043762e+00,-3.077325426246517726e-01,-1.288659618245723726e+00
1.276723982446442918e+00,-7.466415048144916522e-01,-4.435064056853867953e-01,2.277936905645661536e+00,2.470762182669050233e+00,-2.090667714203371386e-01,-2.709313271916458099e-01
7.799632511961642756e-01,-8.719228595933137260e-01,-7.872705159288768684e-01,2.446602060539799783e+00,-1.205815212388520630e+00,2.551246092364942708e-01,-2.121091482533307815e+00
1.542274720939510235e+00,3.604032756744048882e-01,-1.190817369382782598e+00,1.932938094633011694e+00,9.011822665094624263e-01,5.229953182136370948e-01,-1.936816786025316039e+00
-3.990184944245853682e-01,5.434732907497004106e-01,8.196081240146853020e-01,2.389589794105025367e-01,-2.215964836231905544e+00,1.848354992515765627e+00,-6.873155359666620612e-01
1.200954773484100624e+00,7.598723883826434822e-01,-5.713084370174899007e-01,1.510843662138249721e+00,2.387590556600636127e+00,-9.191865033509480920e-01,1.261374528219302071e+00
-7.765218719294919580e-02,-1.402361649283037970e+00,-1.279271489383764226e-01,2.504381761342158175e+00,-2.045826889648213243e+00,-3.549108182319646865e-01,1.311702348663271955e+00
-2.841135491694934956e-02,-9.731611556194672552e-01,-1.072368287858576075e-01,2.615499231108542322e+00,1.641122719196870250e-01,-4.671777995503334502e-01,4.606675766690235818e-01
-1.668120308039759969e+00,-1.533404116528018779e-01,1.582507664791529045e+00,2.325294020254840888e+00,-1.626286723481279006e+00,1.322889479000848745e+00,-2.939365152599773712e+00
-6.435895605503785255e-01,2.595806451168494178e-01,2.747908765226898531e-01,2.159604742854178472e+00,2.694209927294246576e+00,1.726980912858929962e+00,-1.044121331224145077e+00
-3.071136286321463071e-01,-3.452080361760783145e-01,2.329596646653020464e-01,1.089625988247506561e+00,-3.363545213542362688e-01,9.905880942691362989e-01,2.935074803146258127e-01
7.211756263353352736e-02,-2.356481177752576261e-01,-5.832786324370351494e-01,1.823670139963504244e+00,1.687084072147331248e+00,1.682157881510396802e+00,-3.003895779127215171e+00
-3.023048576624716155e-01,9.493744938888197815e-01,-1.077355080967195233e+00,2.986563706781767968e-01,-2.981335868562868807e+00,1.543252098194423994e+00,-2.717613698471952777e+00
-2.680458151137672385e-01,6.657515595615524084e-01,5.485436820214770748e-01,7.382313700021789771e-01,-2.747770064885334484e+00,2.050371288679188719e+00,2.732808605043088868e-01
1.413765748278732470e-01,5.129491359710232068e-01,-1.101071653269535267e+00,2.166887603236581139e+00,-2.777749623989124839e+00,2.076809972247783520e+00,4.828595304770897378e-01
-1.386206947728297889e+00,1.762822747042962490e-01,1.308682003168738284e+00,1.625417283324422035e+00,-1.768859123371707032e+00,1.275529439835634271e+00,-3.244030470244596565e-01
4.756855830938042651e-01,-1.986194734996249434e-01,5.989992245521769121e-02,1.725796109500557840e+00,1.303090173736768165e+00,-1.534590364167812693e+00,-1.442098871506789282e+00
7.559027595631557794e-01,-1.912946139503128862e-01,-1.000507957533215642e+00,1.483911027802040650e+00,1.314089796710117497e+00,1.579398538800796281e+00,-2.157927759225485076e+00
4.054719681686473898e-01,-4.000957536178706420e-02,-3.515660264101505561e-02,7.335492385994769604e-01,-4.748026915506859957e-01,1.499270593497678661e+00,1.403765418380340080e+00
-3.530337240675736066e-01,-5.375060140289917854e-01,4.058921557412804582e-01,1.698124301459091434e+00,-1.538945137400442142e+00,5.711968457724250214e-01,2.990448542120001107e+00
-1.486960057142406644e+00,1.981328454868735989e-02,6.647439543208584212e-01,2.141994034857117590e+00,2.356173781264907063e+00,1.873917809240810417e-01,2.649874994283081264e+00
-1.545042549860542902e+00,3.917137912169930125e-01,8.985720616553032336e-01,1.838618874806793979e+00,-1.138722811659638623e+00,7.397210699261096423e-01,-4.642482984703861781e-01
2.641670550577206456e-01,-5.095047180993879099e-01,-8.004763382330515320e-01,1.554419241804199769e+00,-2.659060311102432017e+00,-1.228338565794787840e+00,-2.496944838034782066e+00
1.553577715370692225e+00,6.752468557568835905e-03,-7.512459257847701188e-01,2.447721708980470368e+00,2.969303683274569394e+00,9.504500315720485482e-01,-2.692828286917591907e+00
-1.215837747843020233e+00,8.591067898330542185e-01,2.699970894427340617e+00,1.538418113545826804e+00,-1.988811538597117234e+00,2.041769805973988383e+00,4.338410102688117220e-02
5.908819896410038019e-01,7.264905227717148861e-01,-1.144927387530888074e+00,1.686663448820557187e+00,2.867063424012562756e+00,-1.145154008379301036e-01,2.212841985533859024e+00
-6.938645063727830742e-01,-3.176958172505661704e-01,8.462829679223249357e-02,2.435591483980190208e+00,-1.266030635611707700e+00,-1.363397342825211744e+00,-1.076919441725117110e-01
8.116261607715844484e-01,-7.467772360209583571e-01,-6.202606055826307418e-01,1.924806430826289771e+00,-2.314704573337799332e+00,-8.446614224337238852e-01,3.238462034566143011e-01
-1.142780979801934826e+00,-6.057939599442969669e-01,6.947858772553074935e-01,1.330851641471846980e+00,2.392412284360178276e+00,-1.027845138917000023e+00,6.175415862832367431e-01
5.294184971642912352e-02,-5.007117729244068283e-01,3.736799889290933763e-01,2.442916288910388811e+00,1.027606665982196965e+00,-1.053705285390895696e+00,-1.012599417529003176e+00
3.263645443079732367e-01,-1.082923918154232723e-03,-7.584868379789444504e-02,7.008827113501843176e-01,2.361182379062491954e-01,1.639967260471534960e+00,2.556939444183591092e+00
2.682952186207196998e-01,2.503195667793538526e-01,-1.682071131859320223e+00,1.462666545201124269e+00,1.700450565998290031e+00,1.875898002181578317e+00,2.638452478702879134e+00
8.727118978415306927e-01,3.479575764157449846e-01,-1.521260389308229932e-01,1.574728297161159807e+00,1.061342423184268746e+00,-1.556057529356766889e+00,9.901397471078290380e-01
9.658047224499948236e-01,3.331842554764046227e-01,-1.845588780984783739e-01,2.114399802687012109e+00,1.510303654001551976e+00,-1.353013886094723839e+00,2.776672777151651950e+00
3.319229027868124682e-01,-2.605149549424501387e-01,-9.054876642492364347e-01,1.788395383250585891e+00,1.352955912898519131e+00,1.970043808104104954e+00,-1.536575336747421527e+00
5.114810861907432837e-01,5.232516934151241195e-01,1.001782894875624663e-01,1.217814147538899050e+00,-1.416542454523955108e+00,1.969260176755195602e+00,1.027834193106312632e+00
-6.146099144130339198e-01,4.839732822167923665e-01,1.329233422858876246e+00,1.284840844563270634e+00,-2.610832491027393676e+00,2.087109825045678324e+00,-2.033418138165037359e+00
8.949180988307063878e-01,6.844659352480686465e-02,-1.191647240635949956e+00,2.520130624426566435e+00,2.299108251571206907e+00,9.369623471334422860e-01,-2.250126446833999871e-01
-3.178056246868048440e-01,4.201044494354606584e-01,-5.140274879412549680e-01,1.726585291405566824e+00,2.367275347388130058e+00,1.978192946760930049e+00,-8.547710468959959229e-01
1.106841057504655446e+00,5.638044711526846164e-01,-8.012973599332622321e-01,1.652693196573959078e+00,-6.490822748681437382e-01,5.153943414370822929e-01,1.103399688067802309e+00
-5.158603718945415917e-01,-2.037627488528637176e-01,1.139274708376230016e-01,6.465622241751386445e-01,5.712154662815875916e-01,1.613418743319792181e+00,8.404647239951019699e-01
-7.263339942353508327e-02,-1.395357440648745673e-01,4.592669689261348331e-01,1.495724152357043701e+00,1.881943444336179994e+00,-1.253982167199255260e+00,-1.855732741047252832e+00
-1.061652748530634405e+00,1.328500923232871500e-01,2.889282053510764392e-01,1.458933242431204258e+00,-2.468987858391602508e+00,-1.256499745300758253e+00,-9.982691358881878863e-01
4.937830887498662058e-02,-4.443957119144892332e-02,-1.243849568640822412e+00,1.612256573722300024e+00,1.459613273520324661e+00,1.122740701993008905e+00,1.948957217698530364e-01
3.392597021559868864e-01,-6.164705709509346043e-01,4.339779461083321799e-01,1.929506771987694380e+00,1.738698078976870676e+00,-1.478214983974136976e+00,4.446690346426711571e-01
-1.291100540557291065e+00,4.202574781300567608e-01,-8.227178513880994970e-02,1.594707638310513653e+00,1.437451043410420404e+00,1.493510698916042490e+00,3.012512019962239052e+00
-4.244262174957014189e-01,-8.717986973360900560e-01,3.178593335932466957e-01,1.848347428485614952e+00,2.309819712215078980e+00,-1.105370362075502655e+00,2.143314229781143609e+00
-1.066806989323459298e+00,-9.576943819954975012e-02,5.057948880610241282e-01,1.288790447309141385e+00,5.317806643668352429e-01,6.661996083411620972e-01,-2.695956505091454236e+00
1.348869902897183781e+00,2.740390199429243445e-01,-1.160706788437597670e+00,2.615568463006535449e+00,-4.556322754684285492e-01,-1.455572173148976800e+00,1.281457609269618381e+00
-4.345853161535169207e-01,9.739184102916302876e-01,-2.136627809800891065e+00,2.398032502096164587e-01,-2.523341173877387433e+00,1.541935887061418597e+00,7.354461679653003792e-01
-5.263709652826025209e-01,-8.934095589012109873e-01,6.063175030566494428e-01,2.361471490611428692e+00,1.238330286796592183e+00,3.616850652025349611e-02,2.376122087609389588e+00
-1.534717638762499448e+00,-6.339286935722661109e-01,8.807990068311890575e-01,2.246476788481771791e+00,-2.731663173118911825e+00,8.058998624142099665e-01,3.104693567096061813e-01
-6.583490707240868822e-02,-1.023771353472632040e+00,-2.357039424357103563e-01,2.362396990083658110e+00,-3.270880774617461739e-01,-1.557575493554095303e-01,-3.752920013449245751e-01
-1.326991225628650461e+00,2.733682649703439438e-01,-9.707008049250775983e-02,5.250863604764207659e-01,1.281434008017440895e+00,1.723345754413736053e+00,-1.352016539534003803e+00
-1.124216932831100468e+00,3.467918105610952040e-01,1.685971033907144090e+00,1.064502849841071130e+00,-1.572219636717974156e+00,1.835629928346866446e+00,-1.723849911867727069e+00
-1.632014722948025298e-01,-2.425061989026910947e-01,-3.431209303982205583e-01,1.051799280725425945e+00,1.020049882144058451e-01,1.074018654918202031e+00,1.663491878148780856e+00
-1.089153317877324501e+00,-2.545234448022748452e-02,3.096499250932329694e-01,2.048847921017682872e+00,2.852370482669811302e+00,1.309058173369086475e+00,-1.032728952384457610e+00
-3.914830547605423483e-01,6.171347203481261090e-01,-2.509607862974849279e+00,3.998866477283091747e-01,-2.896667158495207950e+00,2.000301165202198472e+00,-2.684003552084135436e-01
-7.670730889727882529e-01,-6.747560591800207952e-01,3.361227866276377263e-01,2.567694504098626318e+00,4.612357504608519676e-01,-1.532671931045454849e+00,-1.983853218154147058e+00
-9.739886241354377416e-01,-3.336211646185656132e-01,5.831824649478929423e-01,2.443033112096995474e+00,-4.627338187812064518e-01,-4.756831095926130626e-01,-2.863706649713203767e+00
4.133011530266341715e-01,-1.118516788587210264e+00,2.364526204872481330e-01,2.572462147312243097e+00,1.426545041955240123e+00,-4.264965602763621799e-01,5.890149523213894511e-01
